year	tipologia	fondo	segnatura	holder	ark	container
1820	Diversi	Stato civile della restaurazione	16111	Catania	an_ua68777	
1820	Matrimoni	Stato civile della restaurazione	16028	Catania	an_ua68848	
1820	Morti	Stato civile della restaurazione	16067	Catania	an_ua68890	
1820	Nati	Stato civile della restaurazione	15920	Catania	an_ua68978	03PBQXV
1820	Nati, esposti	Stato civile della restaurazione	15967	Catania	an_ua68936	
1821	Matrimoni	Stato civile della restaurazione	16029	Catania	an_ua68849	
1821	Matrimoni	Stato civile della restaurazione	16407	Catania	an_ua19993140	
1821	Morti	Stato civile della restaurazione	16068	Catania	an_ua68891	
1821	Morti	Stato civile della restaurazione	16450	Catania	an_ua19993187	
1821	Nati	Stato civile della restaurazione	15921	Catania	an_ua68979	wlGlVYY
1821	Nati	Stato civile della restaurazione	16325	Catania	an_ua19993233	
1821	Nati, esposti	Stato civile della restaurazione	15968	Catania	an_ua68937	
1822	Diversi	Stato civile della restaurazione	16112	Catania	an_ua68778	
1822	Matrimoni	Stato civile della restaurazione	16030	Catania	an_ua68850	
1822	Matrimoni	Stato civile della restaurazione	16408	Catania	an_ua19993141	
1822	Morti	Stato civile della restaurazione	16069	Catania	an_ua68892	
1822	Morti	Stato civile della restaurazione	16451	Catania	an_ua19993188	
1822	Nati	Stato civile della restaurazione	15922	Catania	an_ua68980	LoYENeX
1822	Nati	Stato civile della restaurazione	16326	Catania	an_ua19993234	
1822	Nati, esposti	Stato civile della restaurazione	15969	Catania	an_ua68938	
1823	Diversi	Stato civile della restaurazione	16113	Catania	an_ua68779	
1823	Matrimoni	Stato civile della restaurazione	16031	Catania	an_ua68851	
1823	Matrimoni	Stato civile della restaurazione	16409	Catania	an_ua19993142	
1823	Morti	Stato civile della restaurazione	16070	Catania	an_ua68893	
1823	Morti	Stato civile della restaurazione	16452	Catania	an_ua19993189	
1823	Nati	Stato civile della restaurazione	15923	Catania	an_ua68981	
1823	Nati	Stato civile della restaurazione	16327	Catania	an_ua19993235	
1823	Nati, esposti	Stato civile della restaurazione	15970	Catania	an_ua68939	
1824	Matrimoni	Stato civile della restaurazione	16032	Catania	an_ua68852	
1824	Matrimoni	Stato civile della restaurazione	16410	Catania	an_ua19993143	
1824	Morti	Stato civile della restaurazione	16071	Catania	an_ua68894	
1824	Morti	Stato civile della restaurazione	16453	Catania	an_ua19993190	
1824	Nati	Stato civile della restaurazione	15924	Catania	an_ua68982	
1824	Nati	Stato civile della restaurazione	16328	Catania	an_ua19993236	
1824	Nati, esposti	Stato civile della restaurazione	15971	Catania	an_ua68940	
1825	Matrimoni	Stato civile della restaurazione	16033	Catania	an_ua68853	
1825	Matrimoni	Stato civile della restaurazione	16411	Catania	an_ua19993144	
1825	Morti	Stato civile della restaurazione	16072	Catania	an_ua68895	
1825	Morti	Stato civile della restaurazione	16454	Catania	an_ua19993191	
1825	Nati	Stato civile della restaurazione	15925	Catania	an_ua68983	
1825	Nati	Stato civile della restaurazione	16329	Catania	an_ua19993237	
1825	Nati, esposti	Stato civile della restaurazione	15972	Catania	an_ua68941	
1826	Matrimoni	Stato civile della restaurazione	16034	Catania	an_ua68854	
1826	Matrimoni	Stato civile della restaurazione	16412	Catania	an_ua19993145	
1826	Morti	Stato civile della restaurazione	16073	Catania	an_ua68896	
1826	Morti	Stato civile della restaurazione	16455	Catania	an_ua19993192	
1826	Nati	Stato civile della restaurazione	15926	Catania	an_ua68984	
1826	Nati	Stato civile della restaurazione	16330	Catania	an_ua19993238	
1826	Nati, esposti	Stato civile della restaurazione	15973	Catania	an_ua68942	
1827	Matrimoni	Stato civile della restaurazione	16035	Catania	an_ua68855	
1827	Matrimoni	Stato civile della restaurazione	16413	Catania	an_ua19993146	
1827	Morti	Stato civile della restaurazione	16074	Catania	an_ua68897	
1827	Morti	Stato civile della restaurazione	16456	Catania	an_ua19993193	
1827	Nati	Stato civile della restaurazione	15927	Catania	an_ua68985	
1827	Nati	Stato civile della restaurazione	16331	Catania	an_ua19993239	
1827	Nati, esposti	Stato civile della restaurazione	15974	Catania	an_ua68943	
1828	Matrimoni	Stato civile della restaurazione	16036	Catania	an_ua68856	
1828	Matrimoni	Stato civile della restaurazione	16414	Catania	an_ua19993147	
1828	Morti	Stato civile della restaurazione	16075	Catania	an_ua68898	
1828	Morti	Stato civile della restaurazione	16457	Catania	an_ua19993194	
1828	Nati	Stato civile della restaurazione	15928	Catania	an_ua68986	
1828	Nati	Stato civile della restaurazione	16332	Catania	an_ua19993240	
1828	Nati, esposti	Stato civile della restaurazione	15975	Catania	an_ua68944	
1829	Matrimoni	Stato civile della restaurazione	16037	Catania	an_ua68857	
1829	Matrimoni	Stato civile della restaurazione	16415	Catania	an_ua19993148	
1829	Morti	Stato civile della restaurazione	16076	Catania	an_ua68899	
1829	Morti	Stato civile della restaurazione	16458	Catania	an_ua19993195	
1829	Nati	Stato civile della restaurazione	15929	Catania	an_ua68987	
1829	Nati	Stato civile della restaurazione	16333	Catania	an_ua19993241	
1829	Nati, esposti	Stato civile della restaurazione	15976	Catania	an_ua68945	
1830	Diversi	Stato civile della restaurazione	16114	Catania	an_ua68780	
1830	Matrimoni	Stato civile della restaurazione	16038	Catania	an_ua68858	
1830	Matrimoni	Stato civile della restaurazione	16416	Catania	an_ua19993149	
1830	Morti	Stato civile della restaurazione	16077	Catania	an_ua68900	
1830	Morti	Stato civile della restaurazione	16459	Catania	an_ua19993196	
1830	Nati	Stato civile della restaurazione	15930	Catania	an_ua68988	
1830	Nati	Stato civile della restaurazione	16334	Catania	an_ua19993242	
1830	Nati, esposti	Stato civile della restaurazione	15977	Catania	an_ua68946	
1831	Matrimoni	Stato civile della restaurazione	16039	Catania	an_ua68859	
1831	Matrimoni	Stato civile della restaurazione	16417	Catania	an_ua19993150	
1831	Morti	Stato civile della restaurazione	16078	Catania	an_ua68901	
1831	Morti	Stato civile della restaurazione	16460	Catania	an_ua19993197	
1831	Nati	Stato civile della restaurazione	15931	Catania	an_ua68989	
1831	Nati	Stato civile della restaurazione	16335	Catania	an_ua19993243	
1831	Nati, esposti	Stato civile della restaurazione	15978	Catania	an_ua68947	
1832	Matrimoni	Stato civile della restaurazione	16040	Catania	an_ua68860	
1832	Matrimoni	Stato civile della restaurazione	16418	Catania	an_ua19993151	
1832	Morti	Stato civile della restaurazione	16079	Catania	an_ua68902	
1832	Morti	Stato civile della restaurazione	16461	Catania	an_ua19993198	
1832	Nati	Stato civile della restaurazione	15932	Catania	an_ua68990	
1832	Nati	Stato civile della restaurazione	16336	Catania	an_ua19993244	
1832	Nati, esposti	Stato civile della restaurazione	15979	Catania	an_ua68948	
1833	Matrimoni	Stato civile della restaurazione	16041	Catania	an_ua68861	
1833	Matrimoni	Stato civile della restaurazione	16419	Catania	an_ua19993152	
1833	Morti	Stato civile della restaurazione	16080	Catania	an_ua68903	
1833	Morti	Stato civile della restaurazione	16462	Catania	an_ua19993199	
1833	Nati	Stato civile della restaurazione	15933	Catania	an_ua68991	
1833	Nati	Stato civile della restaurazione	16337	Catania	an_ua19993245	
1833	Nati, esposti	Stato civile della restaurazione	15980	Catania	an_ua68949	
1834	Matrimoni	Stato civile della restaurazione	16042	Catania	an_ua68862	
1834	Matrimoni	Stato civile della restaurazione	16420	Catania	an_ua19993153	
1834	Morti	Stato civile della restaurazione	16081	Catania	an_ua68904	
1834	Morti	Stato civile della restaurazione	16463	Catania	an_ua19993200	
1834	Nati	Stato civile della restaurazione	15934	Catania	an_ua68992	
1834	Nati	Stato civile della restaurazione	16338	Catania	an_ua19993246	
1834	Nati, esposti	Stato civile della restaurazione	15981	Catania	an_ua68950	
1835	Diversi	Stato civile della restaurazione	16115	Catania	an_ua68781	
1835	Matrimoni	Stato civile della restaurazione	16043	Catania	an_ua68863	wE7KJgX
1835	Matrimoni	Stato civile della restaurazione	16421	Catania	an_ua19993154	
1835	Morti	Stato civile della restaurazione	16082	Catania	an_ua68905	
1835	Morti	Stato civile della restaurazione	16464	Catania	an_ua19993201	
1835	Nati	Stato civile della restaurazione	15935	Catania	an_ua68993	
1835	Nati	Stato civile della restaurazione	16339	Catania	an_ua19993247	
1835	Nati, esposti	Stato civile della restaurazione	15982	Catania	an_ua68951	
1836	Diversi	Stato civile della restaurazione	16116	Catania	an_ua68782	
1836	Matrimoni	Stato civile della restaurazione	16044	Catania	an_ua68864	wE7KJKX
1836	Matrimoni	Stato civile della restaurazione	16422	Catania	an_ua19993155	
1836	Morti	Stato civile della restaurazione	16083	Catania	an_ua68906	
1836	Morti	Stato civile della restaurazione	16465	Catania	an_ua19993202	
1836	Nati	Stato civile della restaurazione	15936	Catania	an_ua68994	
1836	Nati	Stato civile della restaurazione	16340	Catania	an_ua19993248	
1836	Nati, esposti	Stato civile della restaurazione	15983	Catania	an_ua68952	
1837	Matrimoni	Stato civile della restaurazione	16045	Catania	an_ua68865	wk94Jr2
1837	Matrimoni	Stato civile della restaurazione	16423	Catania	an_ua19993156	
1837	Morti	Stato civile della restaurazione	16084	Catania	an_ua68907	
1837	Morti	Stato civile della restaurazione	16466	Catania	an_ua19993203	
1837	Nati	Stato civile della restaurazione	15937	Catania	an_ua68995	
1837	Nati	Stato civile della restaurazione	16341	Catania	an_ua19993249	
1838	Diversi	Stato civile della restaurazione	16117	Catania	an_ua68783	
1838	Matrimoni	Stato civile della restaurazione	16046	Catania	an_ua68866	Lapd6JW
1838	Matrimoni	Stato civile della restaurazione	16424	Catania	an_ua19993157	
1838	Morti	Stato civile della restaurazione	16085	Catania	an_ua68908	
1838	Morti	Stato civile della restaurazione	16467	Catania	an_ua19993204	
1838	Nati	Stato civile della restaurazione	15938	Catania	an_ua68996	Lme8Xna
1838	Nati	Stato civile della restaurazione	16342	Catania	an_ua19993250	
1838	Nati, esposti	Stato civile della restaurazione	15984	Catania	an_ua68953	
1839	Diversi	Stato civile della restaurazione	16118	Catania	an_ua68784	
1839	Matrimoni	Stato civile della restaurazione	16047	Catania	an_ua68867	5GE2dQr
1839	Matrimoni	Stato civile della restaurazione	16425	Catania	an_ua19993158	
1839	Morti	Stato civile della restaurazione	16086	Catania	an_ua68909	
1839	Morti	Stato civile della restaurazione	16468	Catania	an_ua19993205	
1839	Nati	Stato civile della restaurazione	15939	Catania	an_ua68997	wk9484p
1839	Nati	Stato civile della restaurazione	16343	Catania	an_ua19993251	
1839	Nati, esposti	Stato civile della restaurazione	15985	Catania	an_ua68954	
1840	Diversi	Stato civile della restaurazione	16119	Catania	an_ua68785	
1840	Matrimoni	Stato civile della restaurazione	16048	Catania	an_ua68868	LDmbdOE
1840	Matrimoni	Stato civile della restaurazione	16426	Catania	an_ua19993159	
1840	Morti	Stato civile della restaurazione	16087	Catania	an_ua68910	
1840	Morti	Stato civile della restaurazione	16469	Catania	an_ua19993206	
1840	Nati	Stato civile della restaurazione	15940	Catania	an_ua68998	wXraOp1
1840	Nati	Stato civile della restaurazione	16344	Catania	an_ua19993252	
1840	Nati, esposti	Stato civile della restaurazione	15986	Catania	an_ua68955	
1841	Diversi	Stato civile della restaurazione	16120	Catania	an_ua68786	
1841	Matrimoni	Stato civile della restaurazione	16049	Catania	an_ua68869	Lapd6qK
1841	Matrimoni	Stato civile della restaurazione	16427	Catania	an_ua19993160	
1841	Matrimoni	Stato civile della restaurazione	16428, suppl. 2	Catania	an_ua19993161	
1841	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16008	Catania	an_ua68804	
1841	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16381	Catania	an_ua19993088	
1841	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16382, suppl. 2	Catania	an_ua19993089	
1841	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16383, suppl. 3	Catania	an_ua19993090	
1841	Matrimoni, processetti	Stato civile della restaurazione	16138	Catania	an_ua68827	
1841	Matrimoni, processetti	Stato civile della restaurazione	16511	Catania	an_ua19993115	
1841	Morti	Stato civile della restaurazione	16088	Catania	an_ua68911	
1841	Morti	Stato civile della restaurazione	16471	Catania	an_ua19993208	
1841	Morti	Stato civile della restaurazione	16471, suppl. 2	Catania	an_ua19993207	
1841	Nati	Stato civile della restaurazione	15941	Catania	an_ua68999	5dZj97v
1841	Nati	Stato civile della restaurazione	16345	Catania	an_ua19993253	
1841	Nati	Stato civile della restaurazione	16346, suppl. 2	Catania	an_ua19993254	
1841	Nati, esposti	Stato civile della restaurazione	15987	Catania	an_ua68956	
1841	Nati, esposti	Stato civile della restaurazione	15988, suppl. 2	Catania	an_ua68957	
1842	Diversi	Stato civile della restaurazione	16121	Catania	an_ua68787	
1842	Diversi	Stato civile della restaurazione	16494	Catania	an_ua19993082	
1842	Matrimoni	Stato civile della restaurazione	16050	Catania	an_ua68870	0M9bdev
1842	Matrimoni	Stato civile della restaurazione	16429	Catania	an_ua19993162	
1842	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16009	Catania	an_ua68805	
1842	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16384	Catania	an_ua19993091	
1842	Matrimoni, processetti	Stato civile della restaurazione	16139	Catania	an_ua68828	
1842	Matrimoni, processetti	Stato civile della restaurazione	16512	Catania	an_ua19993116	
1842	Morti	Stato civile della restaurazione	16089	Catania	an_ua68912	
1842	Morti	Stato civile della restaurazione	16472	Catania	an_ua19993209	
1842	Nati	Stato civile della restaurazione	15942	Catania	an_ua69000	5YGZ693
1842	Nati	Stato civile della restaurazione	16347	Catania	an_ua19993255	
1842	Nati, esposti	Stato civile della restaurazione	15989	Catania	an_ua68958	
1843	Diversi	Stato civile della restaurazione	16122	Catania	an_ua68788	
1843	Matrimoni	Stato civile della restaurazione	16051	Catania	an_ua68871	Lme8GRW
1843	Matrimoni	Stato civile della restaurazione	16430	Catania	an_ua19993163	
1843	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16010	Catania	an_ua68806	
1843	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16385	Catania	an_ua19993092	
1843	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16386, suppl. 2	Catania	an_ua19993093	
1843	Matrimoni, processetti	Stato civile della restaurazione	16140	Catania	an_ua68829	
1843	Matrimoni, processetti	Stato civile della restaurazione	16513	Catania	an_ua19993117	
1843	Morti	Stato civile della restaurazione	16090	Catania	an_ua68913	
1843	Morti	Stato civile della restaurazione	16473	Catania	an_ua19993210	
1843	Nati	Stato civile della restaurazione	15943	Catania	an_ua69001	w68ZPp6
1843	Nati	Stato civile della restaurazione	16348	Catania	an_ua19993256	
1843	Nati, esposti	Stato civile della restaurazione	15990	Catania	an_ua68959	
1844	Diversi	Stato civile della restaurazione	16123	Catania	an_ua68789	
1844	Matrimoni	Stato civile della restaurazione	16052	Catania	an_ua68872	wrdrZkO
1844	Matrimoni	Stato civile della restaurazione	16431	Catania	an_ua19993164	
1844	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16011	Catania	an_ua68807	
1844	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16387	Catania	an_ua19993094	
1844	Matrimoni, processetti	Stato civile della restaurazione	16141	Catania	an_ua68830	
1844	Matrimoni, processetti	Stato civile della restaurazione	16514	Catania	an_ua19993118	
1844	Morti	Stato civile della restaurazione	16091	Catania	an_ua68914	
1844	Morti	Stato civile della restaurazione	16474	Catania	an_ua19993211	
1844	Nati	Stato civile della restaurazione	15944	Catania	an_ua69002	wO4gXrM
1844	Nati	Stato civile della restaurazione	16349	Catania	an_ua19993257	
1844	Nati	Stato civile della restaurazione	16350, suppl. 2	Catania	an_ua19993258	
1844	Nati	Stato civile della restaurazione	16351, suppl. 3	Catania	an_ua19993259	
1844	Nati, esposti	Stato civile della restaurazione	15991	Catania	an_ua68960	
1845	Diversi	Stato civile della restaurazione	16124	Catania	an_ua68790	
1845	Matrimoni	Stato civile della restaurazione	16053	Catania	an_ua68873	
1845	Matrimoni	Stato civile della restaurazione	16432	Catania	an_ua19993165	
1845	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16012	Catania	an_ua68808	
1845	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16388	Catania	an_ua19993095	
1845	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16389, suppl. 2	Catania	an_ua19993096	
1845	Matrimoni, processetti	Stato civile della restaurazione	16142	Catania	an_ua68831	
1845	Matrimoni, processetti	Stato civile della restaurazione	16515	Catania	an_ua19993119	
1845	Morti	Stato civile della restaurazione	16092	Catania	an_ua68915	
1845	Morti	Stato civile della restaurazione	16475	Catania	an_ua19993212	
1845	Nati	Stato civile della restaurazione	15945	Catania	an_ua69003	5gKpoXz
1845	Nati	Stato civile della restaurazione	16352	Catania	an_ua19993260	
1845	Nati	Stato civile della restaurazione	16353, suppl. 2	Catania	an_ua19993261	
1845	Nati, esposti	Stato civile della restaurazione	15992	Catania	an_ua68961	
1846	Diversi	Stato civile della restaurazione	16498	Catania	an_ua19993083	
1846	Matrimoni	Stato civile della restaurazione	16054	Catania	an_ua68874	
1846	Matrimoni	Stato civile della restaurazione	16433	Catania	an_ua19993166	
1846	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16013	Catania	an_ua68809	
1846	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16390	Catania	an_ua19993097	
1846	Matrimoni, processetti	Stato civile della restaurazione	16143	Catania	an_ua68832	
1846	Matrimoni, processetti	Stato civile della restaurazione	16516	Catania	an_ua19993120	
1846	Morti	Stato civile della restaurazione	16093	Catania	an_ua68916	
1846	Morti	Stato civile della restaurazione	16476	Catania	an_ua19993213	
1846	Nati	Stato civile della restaurazione	15946	Catania	an_ua69004	5gKpoA9
1846	Nati	Stato civile della restaurazione	16354	Catania	an_ua19993262	
1846	Nati, esposti	Stato civile della restaurazione	15993	Catania	an_ua68962	
1847	Diversi	Stato civile della restaurazione	16125	Catania	an_ua68791	
1847	Diversi	Stato civile della restaurazione	16499	Catania	an_ua19993084	
1847	Matrimoni	Stato civile della restaurazione	16055	Catania	an_ua68875	
1847	Matrimoni	Stato civile della restaurazione	16434	Catania	an_ua19993167	
1847	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16014	Catania	an_ua68810	
1847	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16391	Catania	an_ua19993098	
1847	Matrimoni, processetti	Stato civile della restaurazione	16144	Catania	an_ua68833	
1847	Matrimoni, processetti	Stato civile della restaurazione	16517	Catania	an_ua19993121	
1847	Morti	Stato civile della restaurazione	16094	Catania	an_ua68917	
1847	Morti	Stato civile della restaurazione	16095 bis, suppl. 3	Catania	an_ua68918	
1847	Morti	Stato civile della restaurazione	16095, suppl. 2	Catania	an_ua68919	
1847	Morti	Stato civile della restaurazione	16477	Catania	an_ua19993215	
1847	Morti	Stato civile della restaurazione	16477 bis, suppl. 2	Catania	an_ua19993214	
1847	Nati	Stato civile della restaurazione	15947	Catania	an_ua69005	LapdnZB
1847	Nati	Stato civile della restaurazione	16355	Catania	an_ua19993263	
1847	Nati, esposti	Stato civile della restaurazione	15994	Catania	an_ua68963	
1848	Diversi	Stato civile della restaurazione	16126	Catania	an_ua68792	
1848	Matrimoni	Stato civile della restaurazione	16056	Catania	an_ua68876	
1848	Matrimoni	Stato civile della restaurazione	16435	Catania	an_ua19993168	
1848	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16015	Catania	an_ua68811	
1848	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16392	Catania	an_ua19993099	
1848	Matrimoni, processetti	Stato civile della restaurazione	16145	Catania	an_ua68834	
1848	Matrimoni, processetti	Stato civile della restaurazione	16518	Catania	an_ua19993122	
1848	Morti	Stato civile della restaurazione	16096	Catania	an_ua68920	
1848	Morti	Stato civile della restaurazione	16478	Catania	an_ua19993216	
1848	Nati	Stato civile della restaurazione	15948	Catania	an_ua69006	wE7KaWq
1848	Nati	Stato civile della restaurazione	16356	Catania	an_ua19993264	
1848	Nati, esposti	Stato civile della restaurazione	15995	Catania	an_ua68964	
1849	Matrimoni	Stato civile della restaurazione	16057	Catania	an_ua68877	
1849	Matrimoni	Stato civile della restaurazione	16436	Catania	an_ua19993169	
1849	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16016	Catania	an_ua68812	
1849	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16393	Catania	an_ua19993100	
1849	Matrimoni, processetti	Stato civile della restaurazione	16146	Catania	an_ua68835	
1849	Matrimoni, processetti	Stato civile della restaurazione	16519	Catania	an_ua19993123	
1849	Morti	Stato civile della restaurazione	16097	Catania	an_ua68921	
1849	Morti	Stato civile della restaurazione	16479	Catania	an_ua19993217	
1849	Nati	Stato civile della restaurazione	15949	Catania	an_ua69007	
1849	Nati	Stato civile della restaurazione	16357	Catania	an_ua19993265	
1849	Nati, esposti	Stato civile della restaurazione	15996	Catania	an_ua68965	
1850	Diversi	Stato civile della restaurazione	16128	Catania	an_ua68793	
1850	Matrimoni	Stato civile della restaurazione	16058	Catania	an_ua68878	
1850	Matrimoni	Stato civile della restaurazione	16437	Catania	an_ua19993170	
1850	Matrimoni	Stato civile della restaurazione	16438, suppl. 2	Catania	an_ua19993171	
1850	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16017	Catania	an_ua68813	
1850	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16394	Catania	an_ua19993101	
1850	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16395, suppl. 2	Catania	an_ua19993102	
1850	Matrimoni, processetti	Stato civile della restaurazione	16147	Catania	an_ua68836	
1850	Matrimoni, processetti	Stato civile della restaurazione	16520	Catania	an_ua19993124	
1850	Morti	Stato civile della restaurazione	16098	Catania	an_ua68922	
1850	Morti	Stato civile della restaurazione	16480	Catania	an_ua19993218	
1850	Nati	Stato civile della restaurazione	15950	Catania	an_ua69008	
1850	Nati	Stato civile della restaurazione	16358	Catania	an_ua19993266	
1850	Nati	Stato civile della restaurazione	16359, suppl. 2	Catania	an_ua19993267	
1850	Nati, esposti	Stato civile della restaurazione	15997	Catania	an_ua68966	
1851	Diversi	Stato civile della restaurazione	16129	Catania	an_ua68794	
1851	Diversi	Stato civile della restaurazione	16502	Catania	an_ua19993085	
1851	Matrimoni	Stato civile della restaurazione	16059	Catania	an_ua68879	
1851	Matrimoni	Stato civile della restaurazione	16439	Catania	an_ua19993172	
1851	Matrimoni	Stato civile della restaurazione	16440, suppl. 2	Catania	an_ua19993173	
1851	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16018	Catania	an_ua68814	
1851	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16396	Catania	an_ua19993103	
1851	Matrimoni, processetti	Stato civile della restaurazione	16148	Catania	an_ua68837	
1851	Matrimoni, processetti	Stato civile della restaurazione	16521	Catania	an_ua19993125	
1851	Morti	Stato civile della restaurazione	16099	Catania	an_ua68923	
1851	Morti	Stato civile della restaurazione	16481	Catania	an_ua19993219	
1851	Nati	Stato civile della restaurazione	15951	Catania	an_ua69009	
1851	Nati	Stato civile della restaurazione	15952, suppl. 2	Catania	an_ua69010	
1851	Nati	Stato civile della restaurazione	16360	Catania	an_ua19993268	
1851	Nati, esposti	Stato civile della restaurazione	15998	Catania	an_ua68967	
1852	Diversi	Stato civile della restaurazione	16130	Catania	an_ua68795	
1852	Matrimoni	Stato civile della restaurazione	16060	Catania	an_ua68880	
1852	Matrimoni	Stato civile della restaurazione	16441	Catania	an_ua19993174	
1852	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16019	Catania	an_ua68815	
1852	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16397	Catania	an_ua19993104	
1852	Matrimoni, processetti	Stato civile della restaurazione	16149	Catania	an_ua68838	
1852	Matrimoni, processetti	Stato civile della restaurazione	16522	Catania	an_ua19993126	
1852	Morti	Stato civile della restaurazione	16100	Catania	an_ua68924	
1852	Morti	Stato civile della restaurazione	16101, suppl. 2	Catania	an_ua68925	
1852	Morti	Stato civile della restaurazione	16482	Catania	an_ua19993220	
1852	Morti	Stato civile della restaurazione	16483, suppl. 2	Catania	an_ua19993221	
1852	Nati	Stato civile della restaurazione	15953	Catania	an_ua69011	
1852	Nati	Stato civile della restaurazione	16361	Catania	an_ua19993269	
1852	Nati, esposti	Stato civile della restaurazione	15999	Catania	an_ua68968	
1852-1893	Morti, annotazioni	Stato civile della restaurazione	9815	Catania	an_ua19993185	
1853	Diversi	Stato civile della restaurazione	16131	Catania	an_ua68796	
1853	Matrimoni	Stato civile della restaurazione	16061	Catania	an_ua68881	
1853	Matrimoni	Stato civile della restaurazione	16442	Catania	an_ua19993175	
1853	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16020	Catania	an_ua68816	
1853	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16398	Catania	an_ua19993105	
1853	Matrimoni, processetti	Stato civile della restaurazione	16150	Catania	an_ua68839	
1853	Matrimoni, processetti	Stato civile della restaurazione	16523	Catania	an_ua19993127	
1853	Morti	Stato civile della restaurazione	16102	Catania	an_ua68926	
1853	Morti	Stato civile della restaurazione	16484	Catania	an_ua19993222	
1853	Nati	Stato civile della restaurazione	15954	Catania	an_ua69012	
1853	Nati	Stato civile della restaurazione	16362	Catania	an_ua19993270	
1853	Nati, esposti	Stato civile della restaurazione	16000	Catania	an_ua68969	
1854	Diversi	Stato civile della restaurazione	16132	Catania	an_ua68797	
1854	Matrimoni	Stato civile della restaurazione	16062	Catania	an_ua68882	
1854	Matrimoni	Stato civile della restaurazione	16443	Catania	an_ua19993176	
1854	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16021	Catania	an_ua68817	
1854	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16399	Catania	an_ua19993106	
1854	Matrimoni, processetti	Stato civile della restaurazione	16151	Catania	an_ua68840	
1854	Matrimoni, processetti	Stato civile della restaurazione	16524	Catania	an_ua19993128	
1854	Morti	Stato civile della restaurazione	16103	Catania	an_ua68927	
1854	Morti	Stato civile della restaurazione	16485	Catania	an_ua19993223	
1854	Nati	Stato civile della restaurazione	15955	Catania	an_ua69013	
1854	Nati	Stato civile della restaurazione	16363	Catania	an_ua19993271	
1854	Nati, esposti	Stato civile della restaurazione	16001	Catania	an_ua68970	
1855	Diversi	Stato civile della restaurazione	16133	Catania	an_ua68798	
1855	Matrimoni	Stato civile della restaurazione	16063	Catania	an_ua68883	
1855	Matrimoni	Stato civile della restaurazione	16444	Catania	an_ua19993177	
1855	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16022	Catania	an_ua68818	
1855	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	16400	Catania	an_ua19993107	
1855	Matrimoni, processetti	Stato civile della restaurazione	16152	Catania	an_ua68841	
1855	Matrimoni, processetti	Stato civile della restaurazione	16525	Catania	an_ua19993129	
1855	Morti	Stato civile della restaurazione	16104	Catania	an_ua68928	
1855	Morti	Stato civile della restaurazione	16105, suppl. 2	Catania	an_ua68929	
1855	Morti	Stato civile della restaurazione	16486	Catania	an_ua19993224	
1855	Nati	Stato civile della restaurazione	15956	Catania	an_ua69014	
1855	Nati	Stato civile della restaurazione	16364	Catania	an_ua19993272	
1855	Nati, esposti	Stato civile della restaurazione	16002	Catania	an_ua68971	
1856	Matrimoni	Stato civile della restaurazione	16064	Catania	an_ua68884	
